student_id,engagement_score,test1_grade,persona_quadrant,persona_kmeans,lifespan,outcome
1921,0.9842,2,Engaged struggler,High eng / low grades,4,Administrative dropout
1922,-0.5527,1,Disengaged,Low eng / low grades,3,Left after Test 3
1923,-0.8688,0,Disengaged,Low eng / low grades,1,Left after Test 1
1924,-0.4994,0,Disengaged,Low eng / low grades,1,Left after Test 1
1925,0.4906,2,Engaged struggler,High eng / low grades,4,Completed
1926,0.5753,4,Engaged achiever,High eng / high grades,2,Left after Test 2
1927,-0.912,1,Disengaged,Low eng / low grades,4,Administrative dropout
1928,0.1864,2,Engaged struggler,High eng / low grades,4,Completed
1929,-0.5652,1,Disengaged,Low eng / low grades,4,Completed
1930,0.7238,4,Engaged achiever,High eng / high grades,4,Completed
1931,-1.1834,3,Detached achiever,Low eng / high grades,4,Completed
1932,0.0567,4,Engaged achiever,High eng / high grades,4,Completed
1933,-0.5719,3,Detached achiever,Low eng / high grades,2,Left after Test 2
1934,-0.293,4,Detached achiever,Low eng / high grades,4,Completed
1935,1.4405,1,Engaged struggler,High eng / low grades,2,Left after Test 2
1936,-0.8767,2,Disengaged,Low eng / low grades,2,Left after Test 2
1937,-0.5688,4,Detached achiever,Low eng / high grades,4,Administrative dropout
1938,0.008,0,Engaged struggler,Low eng / low grades,4,Completed
1939,-0.3209,1,Disengaged,Low eng / low grades,4,Completed
1940,0.099,3,Engaged achiever,High eng / high grades,4,Administrative dropout
1941,0.7137,3,Engaged achiever,High eng / high grades,4,Completed
1942,-1.0162,4,Detached achiever,Low eng / high grades,4,Completed
1943,0.2962,4,Engaged achiever,High eng / high grades,4,Completed
1944,-0.8109,4,Detached achiever,Low eng / high grades,3,Left after Test 3
1945,1.1038,1,Engaged struggler,High eng / low grades,4,Completed
1946,0.3531,4,Engaged achiever,High eng / high grades,4,Completed
1947,0.5447,2,Engaged struggler,High eng / low grades,4,Completed
1948,-0.3638,2,Disengaged,Low eng / low grades,1,Left after Test 1
1949,0.9902,2,Engaged struggler,High eng / low grades,2,Left after Test 2
1950,0.2841,3,Engaged achiever,High eng / high grades,4,Completed
1951,0.1416,0,Engaged struggler,High eng / low grades,4,Completed
1952,-0.1309,4,Detached achiever,High eng / high grades,3,Left after Test 3
1953,-0.9797,0,Disengaged,Low eng / low grades,4,Completed
1954,0.6172,3,Engaged achiever,High eng / high grades,4,Completed
1955,0.2677,2,Engaged struggler,High eng / low grades,4,Completed
1956,-0.9727,3,Detached achiever,Low eng / high grades,4,Completed
1957,0.3216,0,Engaged struggler,High eng / low grades,4,Completed
1958,0.4858,0,Engaged struggler,High eng / low grades,4,Completed
1959,-0.1826,0,Disengaged,Low eng / low grades,1,Left after Test 1
1960,-0.321,2,Disengaged,Low eng / low grades,3,Left after Test 3
1961,0.0916,4,Engaged achiever,High eng / high grades,4,Completed
1962,-0.6747,0,Disengaged,Low eng / low grades,1,Left after Test 1
1963,-0.017,4,Detached achiever,High eng / high grades,4,Completed
1964,0.0644,1,Engaged struggler,Low eng / low grades,4,Completed
1965,0.8648,4,Engaged achiever,High eng / high grades,2,Left after Test 2
1966,-1.0111,4,Detached achiever,Low eng / high grades,3,Left after Test 3
1967,-0.4594,4,Detached achiever,Low eng / high grades,4,Administrative dropout
1968,0.0755,3,Engaged achiever,High eng / high grades,4,Completed
1969,-0.564,2,Disengaged,Low eng / low grades,2,Left after Test 2
1970,-0.2304,0,Disengaged,Low eng / low grades,4,Completed
1971,0.5603,4,Engaged achiever,High eng / high grades,4,Completed
1972,0.0292,3,Engaged achiever,High eng / high grades,4,Completed
1973,-0.2177,3,Detached achiever,Low eng / high grades,3,Left after Test 3
1974,-0.2102,0,Disengaged,Low eng / low grades,3,Left after Test 3
1975,-0.6911,3,Detached achiever,Low eng / high grades,4,Administrative dropout
1976,0.149,0,Engaged struggler,High eng / low grades,4,Completed
1977,-0.8819,4,Detached achiever,Low eng / high grades,4,Completed
1978,-0.0657,0,Disengaged,Low eng / low grades,4,Completed
1979,-0.1946,3,Detached achiever,Low eng / high grades,4,Completed
1980,-0.1522,0,Disengaged,Low eng / low grades,1,Left after Test 1
1981,0.3088,3,Engaged achiever,High eng / high grades,4,Completed
1982,0.562,1,Engaged struggler,High eng / low grades,4,Completed
1983,-1.1319,4,Detached achiever,Low eng / high grades,4,Completed
1984,-0.197,1,Disengaged,Low eng / low grades,4,Completed
1985,0.0723,1,Engaged struggler,Low eng / low grades,4,Completed
1986,-0.5861,4,Detached achiever,Low eng / high grades,4,Completed
1987,0.0015,2,Disengaged,Low eng / low grades,4,Completed
1988,-0.8802,3,Detached achiever,Low eng / high grades,3,Left after Test 3
1989,0.313,4,Engaged achiever,High eng / high grades,4,Completed
1990,0.2205,0,Engaged struggler,High eng / low grades,4,Completed
1991,-0.3184,3,Detached achiever,Low eng / high grades,4,Administrative dropout
1992,-1.1664,4,Detached achiever,Low eng / high grades,4,Completed
1993,0.2368,3,Engaged achiever,High eng / high grades,4,Completed
1994,0.6587,1,Engaged struggler,High eng / low grades,4,Completed
1995,-1.0245,0,Disengaged,Low eng / low grades,4,Completed
1996,-0.1892,0,Disengaged,Low eng / low grades,4,Completed
1997,1.4561,2,Engaged struggler,High eng / low grades,2,Left after Test 2
1998,0.4832,0,Engaged struggler,High eng / low grades,4,Completed
1999,0.1766,1,Engaged struggler,High eng / low grades,4,Completed
2000,-0.6164,4,Detached achiever,Low eng / high grades,4,Administrative dropout
2001,0.1691,1,Engaged struggler,High eng / low grades,4,Completed
2002,0.34,4,Engaged achiever,High eng / high grades,4,Completed
2003,0.1936,1,Engaged struggler,High eng / low grades,4,Completed
2004,-0.285,4,Detached achiever,Low eng / high grades,2,Left after Test 2
2005,-1.0267,3,Detached achiever,Low eng / high grades,4,Completed
2006,-0.9384,4,Detached achiever,Low eng / high grades,4,Completed
2007,-0.9015,0,Disengaged,Low eng / low grades,1,Left after Test 1
2008,1.3019,1,Engaged struggler,High eng / low grades,4,Completed
2009,0.5485,4,Engaged achiever,High eng / high grades,4,Completed
2010,0.5121,0,Engaged struggler,High eng / low grades,2,Left after Test 2
2011,-0.1402,3,Detached achiever,High eng / high grades,4,Administrative dropout
2012,-0.5566,2,Disengaged,Low eng / low grades,4,Administrative dropout
2013,0.3476,0,Engaged struggler,High eng / low grades,4,Completed
2014,-0.6081,4,Detached achiever,Low eng / high grades,2,Left after Test 2
2015,-0.2187,0,Disengaged,Low eng / low grades,4,Completed
2016,0.2693,3,Engaged achiever,High eng / high grades,4,Completed
2017,-0.7536,1,Disengaged,Low eng / low grades,2,Left after Test 2
2018,0.8184,2,Engaged struggler,High eng / low grades,4,Completed
2019,-0.4978,3,Detached achiever,Low eng / high grades,1,Left after Test 1
2020,-0.6076,1,Disengaged,Low eng / low grades,4,Administrative dropout
2021,-0.7693,3,Detached achiever,Low eng / high grades,2,Left after Test 2
2022,-0.6267,3,Detached achiever,Low eng / high grades,3,Left after Test 3
2023,0.744,2,Engaged struggler,High eng / low grades,4,Completed
2024,0.0704,0,Engaged struggler,Low eng / low grades,4,Completed
2025,0.3494,4,Engaged achiever,High eng / high grades,4,Administrative dropout
2026,-1.0241,4,Detached achiever,Low eng / high grades,4,Completed
2027,-0.7683,0,Disengaged,Low eng / low grades,1,Left after Test 1
2028,-0.0504,4,Detached achiever,High eng / high grades,4,Completed
2029,0.3286,1,Engaged struggler,High eng / low grades,4,Completed
2030,0.2891,1,Engaged struggler,High eng / low grades,4,Completed
2031,-0.5108,2,Disengaged,Low eng / low grades,1,Left after Test 1
2032,-0.581,1,Disengaged,Low eng / low grades,3,Left after Test 3
2033,0.6716,0,Engaged struggler,High eng / low grades,4,Completed
2034,1.0865,0,Engaged struggler,High eng / low grades,4,Completed
2035,1.166,4,Engaged achiever,High eng / high grades,2,Left after Test 2
2036,1.8673,4,Engaged achiever,High eng / high grades,2,Left after Test 2
2037,0.072,0,Engaged struggler,Low eng / low grades,4,Completed
2038,0.2357,2,Engaged struggler,High eng / low grades,2,Left after Test 2
2039,-0.1548,3,Detached achiever,Low eng / high grades,4,Completed
2040,1.063,4,Engaged achiever,High eng / high grades,4,Administrative dropout
2041,-1.1512,4,Detached achiever,Low eng / high grades,4,Completed
2042,0.0736,4,Engaged achiever,High eng / high grades,4,Completed
2043,0.1044,1,Engaged struggler,High eng / low grades,4,Completed
2044,0.1461,4,Engaged achiever,High eng / high grades,4,Completed
2045,0.5816,4,Engaged achiever,High eng / high grades,4,Completed
2046,0.3646,2,Engaged struggler,High eng / low grades,4,Completed
2047,-1.132,4,Detached achiever,Low eng / high grades,4,Completed
2048,-0.5437,3,Detached achiever,Low eng / high grades,3,Left after Test 3
2049,-0.9109,3,Detached achiever,Low eng / high grades,1,Left after Test 1
2050,-0.6796,1,Disengaged,Low eng / low grades,1,Left after Test 1
2051,0.481,4,Engaged achiever,High eng / high grades,4,Administrative dropout
2052,-0.814,0,Disengaged,Low eng / low grades,1,Left after Test 1
2053,0.8554,4,Engaged achiever,High eng / high grades,2,Left after Test 2
2054,0.2149,1,Engaged struggler,High eng / low grades,4,Completed
2055,0.6544,3,Engaged achiever,High eng / high grades,4,Administrative dropout
2056,0.2416,4,Engaged achiever,High eng / high grades,4,Completed
2057,0.1283,1,Engaged struggler,High eng / low grades,4,Completed
2058,0.1912,0,Engaged struggler,High eng / low grades,4,Completed
2059,-0.0155,4,Detached achiever,High eng / high grades,4,Administrative dropout
2060,-0.2799,1,Disengaged,Low eng / low grades,2,Left after Test 2
2061,-0.7297,3,Detached achiever,Low eng / high grades,2,Left after Test 2
2062,-0.0885,1,Disengaged,Low eng / low grades,4,Completed
2063,0.2686,0,Engaged struggler,High eng / low grades,4,Completed
2064,0.5217,2,Engaged struggler,High eng / low grades,4,Administrative dropout
2065,0.3432,1,Engaged struggler,High eng / low grades,4,Completed
2066,0.1,1,Engaged struggler,High eng / low grades,4,Completed
2067,0.8573,0,Engaged struggler,High eng / low grades,4,Completed
2068,-0.4275,0,Disengaged,Low eng / low grades,3,Left after Test 3
2069,-0.2177,3,Detached achiever,Low eng / high grades,3,Left after Test 3
2070,0.2306,0,Engaged struggler,High eng / low grades,4,Completed
2071,-0.0358,0,Disengaged,Low eng / low grades,1,Left after Test 1
2072,0.0413,1,Engaged struggler,Low eng / low grades,3,Left after Test 3
2073,-0.4083,4,Detached achiever,Low eng / high grades,2,Left after Test 2
2074,-0.5918,1,Disengaged,Low eng / low grades,2,Left after Test 2
2075,0.2823,3,Engaged achiever,High eng / high grades,4,Completed
2076,-0.0029,2,Disengaged,Low eng / low grades,4,Administrative dropout
2077,-0.8183,2,Disengaged,Low eng / low grades,2,Left after Test 2
2078,-1.308,0,Disengaged,Low eng / low grades,1,Left after Test 1
2079,0.7305,4,Engaged achiever,High eng / high grades,4,Administrative dropout
2080,0.4548,4,Engaged achiever,High eng / high grades,4,Completed
2081,-0.6544,4,Detached achiever,Low eng / high grades,4,Administrative dropout
2082,0.4445,4,Engaged achiever,High eng / high grades,4,Completed
2083,0.2487,1,Engaged struggler,High eng / low grades,4,Completed
2084,0.0397,1,Engaged struggler,Low eng / low grades,4,Completed
2085,0.764,4,Engaged achiever,High eng / high grades,2,Left after Test 2
2086,-1.0571,3,Detached achiever,Low eng / high grades,1,Left after Test 1
2087,-0.8816,3,Detached achiever,Low eng / high grades,2,Left after Test 2
2088,-1.0331,0,Disengaged,Low eng / low grades,1,Left after Test 1
2089,-0.8986,2,Disengaged,Low eng / low grades,4,Administrative dropout
2090,-0.1915,2,Disengaged,Low eng / low grades,4,Completed
2091,-1.2786,3,Detached achiever,Low eng / high grades,1,Left after Test 1
2092,-0.1194,4,Detached achiever,High eng / high grades,4,Administrative dropout
2093,-0.8725,3,Detached achiever,Low eng / high grades,2,Left after Test 2
2094,0.5746,0,Engaged struggler,High eng / low grades,4,Completed
2095,0.2736,4,Engaged achiever,High eng / high grades,4,Completed
2096,-0.9113,3,Detached achiever,Low eng / high grades,4,Completed
2097,0.0919,1,Engaged struggler,High eng / low grades,4,Completed
2098,0.2402,0,Engaged struggler,High eng / low grades,4,Completed
2099,-0.9851,3,Detached achiever,Low eng / high grades,4,Completed
2100,-0.012,0,Disengaged,Low eng / low grades,4,Completed
2101,0.3151,0,Engaged struggler,High eng / low grades,4,Completed
2102,-0.234,2,Disengaged,Low eng / low grades,2,Left after Test 2
2103,-1.0342,4,Detached achiever,Low eng / high grades,3,Left after Test 3
2104,1.3489,0,Engaged struggler,High eng / low grades,2,Left after Test 2
2105,-0.2785,0,Disengaged,Low eng / low grades,1,Left after Test 1
2106,1.9842,2,Engaged struggler,High eng / low grades,2,Left after Test 2
2107,0.1165,4,Engaged achiever,High eng / high grades,4,Completed
2108,-0.1646,3,Detached achiever,Low eng / high grades,4,Completed
2109,-0.1054,1,Disengaged,Low eng / low grades,1,Left after Test 1
2110,-0.8324,1,Disengaged,Low eng / low grades,2,Left after Test 2
2111,-0.456,2,Disengaged,Low eng / low grades,3,Left after Test 3
2112,-1.0825,0,Disengaged,Low eng / low grades,4,Completed
2113,-0.1681,3,Detached achiever,Low eng / high grades,3,Left after Test 3
2114,-0.1306,4,Detached achiever,High eng / high grades,3,Left after Test 3
2115,-1.2007,4,Detached achiever,Low eng / high grades,4,Completed
2116,0.2497,0,Engaged struggler,High eng / low grades,4,Completed
2117,0.0113,4,Engaged achiever,High eng / high grades,4,Completed
2118,0.8718,1,Engaged struggler,High eng / low grades,4,Completed
2119,-0.309,0,Disengaged,Low eng / low grades,3,Left after Test 3
2120,-0.895,1,Disengaged,Low eng / low grades,1,Left after Test 1
2121,-0.2858,2,Disengaged,Low eng / low grades,3,Left after Test 3
2122,-0.2523,1,Disengaged,Low eng / low grades,3,Left after Test 3
2123,-0.4251,4,Detached achiever,Low eng / high grades,4,Completed
2124,-0.1681,4,Detached achiever,Low eng / high grades,4,Administrative dropout
2125,-0.1741,4,Detached achiever,Low eng / high grades,4,Completed
2126,0.0161,3,Engaged achiever,High eng / high grades,3,Left after Test 3
2127,-0.9519,2,Disengaged,Low eng / high grades,3,Left after Test 3
2128,-0.6091,2,Disengaged,Low eng / low grades,4,Administrative dropout
2129,0.3012,3,Engaged achiever,High eng / high grades,4,Completed
2130,-0.0032,3,Detached achiever,High eng / high grades,4,Completed
2131,0.5091,1,Engaged struggler,High eng / low grades,4,Completed
2132,-0.4907,4,Detached achiever,Low eng / high grades,3,Left after Test 3
2133,-0.4221,2,Disengaged,Low eng / low grades,4,Completed
2134,0.646,0,Engaged struggler,High eng / low grades,4,Completed
2135,-0.2871,2,Disengaged,Low eng / low grades,1,Left after Test 1
2136,-0.0782,0,Disengaged,Low eng / low grades,1,Left after Test 1
2137,0.0958,1,Engaged struggler,High eng / low grades,4,Completed
2138,-0.946,3,Detached achiever,Low eng / high grades,2,Left after Test 2
2139,0.7325,0,Engaged struggler,High eng / low grades,4,Administrative dropout
2140,-0.254,4,Detached achiever,Low eng / high grades,4,Completed
2141,-1.014,3,Detached achiever,Low eng / high grades,4,Completed
2142,-0.0147,1,Disengaged,Low eng / low grades,2,Left after Test 2
2143,0.1526,0,Engaged struggler,High eng / low grades,4,Completed
2144,-0.2272,2,Disengaged,Low eng / low grades,3,Left after Test 3
2145,-0.1823,3,Detached achiever,Low eng / high grades,3,Left after Test 3
2146,0.4118,1,Engaged struggler,High eng / low grades,4,Completed
2147,0.6201,1,Engaged struggler,High eng / low grades,4,Completed
2148,-1.0217,4,Detached achiever,Low eng / high grades,4,Completed
2149,-0.5021,3,Detached achiever,Low eng / high grades,3,Left after Test 3
2150,-1.0441,3,Detached achiever,Low eng / high grades,4,Completed
2151,-0.0342,3,Detached achiever,High eng / high grades,4,Completed
2152,0.6573,3,Engaged achiever,High eng / high grades,4,Completed
2153,-1.0094,3,Detached achiever,Low eng / high grades,4,Completed
2154,1.2484,4,Engaged achiever,High eng / high grades,4,Completed
2155,0.7684,2,Engaged struggler,High eng / low grades,4,Completed
2156,-0.6516,1,Disengaged,Low eng / low grades,2,Left after Test 2
2157,-1.0018,0,Disengaged,Low eng / low grades,4,Completed
2158,0.6514,1,Engaged struggler,High eng / low grades,4,Completed
2159,2.0552,2,Engaged struggler,High eng / low grades,2,Left after Test 2
2160,-0.6362,4,Detached achiever,Low eng / high grades,3,Left after Test 3
2161,1.0637,4,Engaged achiever,High eng / high grades,2,Left after Test 2
2162,-0.1012,0,Disengaged,Low eng / low grades,4,Completed
2163,-0.7361,4,Detached achiever,Low eng / high grades,4,Administrative dropout
2164,-0.2334,1,Disengaged,Low eng / low grades,4,Completed
2165,0.3058,2,Engaged struggler,High eng / low grades,4,Completed
2166,-0.1177,3,Detached achiever,High eng / high grades,2,Left after Test 2
